Court Hearing,Phiên xét xử,2
I was also introverted and had low self-esteem.,Tôi cũng là người sống nội tâm và tự ti.,8
"By a Minghui correspondent in Heilongjiang Province, China","Bài viết của phóng viên báo Minh Huệ ở tỉnh Hắc Long Giang, Trung Quốc",8
"By a Minghui correspondent in Jiangxi Province, China","Bài viết của phóng viên báo Minh Huệ ở tỉnh Giang Tây, Trung Quốc",8
"By a Minghui correspondent in Guangdong Province, China","Bài viết của phóng viên Minh Huệ tại tỉnh Quảng Đông, Trung Quốc",8
"By a Minghui correspondent in Guizhou Province, China","Bài viết của phóng viên báo Minh Huệ ở tỉnh Quý Châu, Trung Quốc",8
"By a Minghui correspondent in Hunan Province, China","Bài viết của phóng viên báo Minh Huệ ở tỉnh Hồ Nam, Trung Quốc",8
"By a Minghui correspondent in Shandong Province, China","Bài viết của phóng viên Minh Huệ tại tỉnh Sơn Đông, Trung Quốc",8
Admitted to Police Hospital While Awaiting Second Hearing,Bị đưa vào bệnh viện công an trong khi chờ phiên tòa thứ hai,8
She said yes and they immediately grabbed her.,Bà trả lời là còn tu luyện và họ ngay lập tức bắt bà đi.,8
I was scared and went to the hospital.,Tôi sợ hãi và đến bệnh viện.,8
The family is very worried about her wellbeing.,Gia đình hiện đang rất lo lắng cho sức khoẻ của bà.,8
The hospital is located in the Weibin District.,Bệnh viện nằm ở quận Vị Tân.,8
This report shares recent updates about Ms. Su.,(Vui lòng đọc các báo cáo liên quan để biết thông tin chi tiết về vụ việc của bà).,8
Many of my teachers and classmates liked me.,Tôi được nhiều giáo viên và bạn cùng lớp yêu quý.,8
They asked whether she still practiced Falun Gong.,Họ hỏi liệu bà có còn tập Pháp Luân Công hay không.,8
He called the police for a wellness check.,Ông ấy đã báo cảnh sát để kiểm tra.,8
I live in a rural area in China.,[MINH HUỆ 25-06-2023] Tôi sinh sống ở vùng nông thôn Trung Quốc.,8
"Ms. Chen was released on January 15, 2022.",Bà Trần được thả vào ngày 15 tháng 1 năm 2022.,8
from the perspective of a non-Falun Gong practitioner.,từ góc nhìn của một người không phải là học viên Pháp Luân Công.,8
The rope broke and he injured his leg.,Sợi dây bị đứt và ông ấy bị thương ở chân.,8
"By a Minghui correspondent in Hebei Province, China","Bài viết của phóng viên báo Minh Huệ ở tỉnh Hà Bắc, Trung Quốc",8
They soon arrived and surrounded his apartment building.,Họ nhanh chóng ập đến và bủa vây tòa nhà chung cư của ông.,8
The computer he had just bought was confiscated.,Chiếc máy tính anh vừa mua đã bị tịch thu.,8
He was sentenced to four years shortly after.,Ông đã bị kết án bốn năm tù ngay sau đó.,8
The latter procuratorate indicted him on June 8.,Viện Kiểm sát Quận Mậu Danh đã truy tố ông vào ngày 8 tháng 6.,8
"It was said he had about 30,000 followers.",Người ta nói rằng tài khoản của ông ấy có khoảng 30.000 người theo dõi.,8
The blood soaked the front of his shirt.,Máu thấm đẫm phía trước áo sơ mi của ông ấy.,8
He was relentlessly tortured and administered unknown drugs.,Ông bị tra tấn không ngừng nghỉ và bị ép dùng những loại thuốc không rõ nguồn gốc.,8
I was hospitalized for further tests and treatment.,Tôi đã phải nhập viện để xét nghiệm và điều trị thêm.,8
Guo asked him to talk to the practitioners.,Quách yêu cầu anh ta nói chuyện với các học viên.,8
They only give him 4 minutes each time.,Họ chỉ cho ông ấy đi 4 phút mỗi lần.,8
"By a Minghui correspondent in Shaanxi Province, China","Bài viết của phóng viên báo Minh Huệ ở tỉnh Sơn Tây, Trung Quốc",8
"By a Minghui correspondent in Sichuan Province, China","Bài viết của phóng viên Minh Huệ ở tỉnh Tứ Xuyên, Trung Quốc",8
It is not known where he is detained.,Hiện chưa rõ ông bị giam ở đâu.,8
Ms. Rong took up Falun Gong in 1999.,Bà Nhung theo học Pháp Luân Công vào năm 1999.,8
"By a Minghui correspondent in Liaoning Province, China","Bài viết của phóng viên báo Minh Huệ ở tỉnh Liêu Ninh, Trung Quốc",8
I went to another hospital for a second opinion.,Tôi đến bệnh viện khác để xin ý kiến thứ hai.,9
"I was dumbfounded, and my husband was overwhelmed also.","Tôi chết lặng, chồng tôi cũng choáng váng.",9
Zhengding County is under the administration of Shijiazhuang City.,(Huyện Chính Định thuộc quyền quản lý của thành phố Thạch Gia Trang).,9
By a family member of a Falun Dafa practitioner,Bài viết của thành viên gia đình của đệ tử Đại Pháp,9
Only then did the police release her on bail.,Chỉ sau đó cảnh sát mới thả bà tại ngoại.,9
Twelve other regions had cases between 10 and 54.,Mười hai khu vực khác có số trường hợp bị kết án từ 10 đến 54 trường hợp.,9
86-year-old Man Dies Days Before Finishing Wrongful Prison Term,Cụ ông 86 tuổi đã qua đời chỉ vài ngày trước thời điểm mãn hạn tù oan sai,9
This was a considerable amount of money in 2001.,Vào năm 2001 thời đó thì đây là một số tiền lớn.,9
She was subjected to barbaric torture while in custody.,Bà bị tra tấn tàn bạo trong lúc giam cầm.,9
The situation looked dire for him and his family.,Hoàn cảnh của gia đình ông thật khốn đốn.,9
But the hearing was later postponed to August 14.,Tuy nhiên phiên tòa sau đó đã bị hoãn tới ngày 14 tháng 8.,9
The raids took place when no one was home.,Họ thực hiện việc này trong khi không có ai ở nhà.,9
Her father was heartbroken and died the next day.,Cha cô rất đau lòng và qua đời vào ngày hôm sau.,9
"I got injections and took pills, but nothing helped.",Tôi đã tiêm và uống thuốc nhưng không có hiệu quả gì.,9
He was transferred to Jilin Prison in August 2023.,Ông Tôn bị chuyển đến Nhà tù Cát Lâm vào tháng 8 năm 2023.,9
Other details of his prosecution remain to be investigated.,Các chi tiết khác về việc truy tố ông vẫn đang được điều tra.,9
"By a Falun Dafa practitioner in Hebei Province, China","Bài viết của một học viên Pháp Luân Đại Pháp ở tỉnh Hà Bắc, Trung Quốc",9
Liuyang City is under the administration of Changsha City.,Thành phố Lưu Dương nằm dưới sự quản lý của thành phố Trường Sa.,9
"Three Medical Examinations in One Day (July 12, 2023)",Ba cuộc kiểmtra sức khỏe trong vòng một ngày (ngày 12 tháng 7 năm 2023),9
She soon felt relaxed and her mood was uplifted.,Bà nhanh chóng cảm thấy thư thái và tâm trạng phấn chấn hơn.,9
"After being given the runaround, the practitioners returned home.","Sau khi bị chỉ chạy đôn đáo giữa các cơ quan nhà nước, các học viên đã trở về nhà.",9
Beijing Amputee Sentenced to Two Years for Her Faith,Một người phụ nữ tàn tật ở Bắc Kinh bị kết án 2 năm vì đức tin của mình,9
A kindhearted person helped him before the police came.,Một người tốt bụng đã giúp đỡ ông trước khi cảnh sát đến.,9
No one taught me how to do the exercises.,Không ai dạy tôi cách tập các bài công pháp.,9
Three Liaoning Residents Sentenced for Distributing Falun Gong Materials,Ba cư dân tỉnh Liêu Ninh bị kết án vì phân phát tài liệu Pháp Luân Công,9
75-Year-Old Retired Teacher Dies in Heilongjiang Province Women’s Prison,Một giáo viên về hưu 75 tuổi qua đời trong Nhà tù Nữ Tỉnh Hắc Long Giang,9
Only her younger brother was allowed inside the courtroom.,Em gái bà là người thành viên duy nhất trong gia đình được vào phòng xử án.,9
Some practitioners’ lips became extremely swollen as a result.,Kết quả là môi của một số học viên trở nên sưng tấy.,9
Her lawyer entered a not-guilty plea on her behalf.,Luật sư của cô đã thay mặt cô bào chữa vô tội.,9
Daughter Given Three Years of Forced Labor in 2005,Con gái bị kết án 3 năm lao động cưỡng bức vào năm 2005,9
But the procuratorate did not list the escalated charges.,Nhưng viện kiểm sát không liệt kê ra cụ thể các cáo buộc gia tăng này là gì.,9
His legs and feet became swollen as a result.,Hậu quả là chân và bàn chân của ông ấy bị sưng tấy.,9
Wang ended the session in just a few minutes.,Vương kết thúc phiên xét xử chỉ sau vài phút.,9
Mr. Chen was released a bit past 5 p.m.,Ông Trần được thả khi vừa qua 5 giờ chiều.,9
They then deprived me of sleep for 24 hours straight.,"Sau đó, họ không cho tôi ngủ suốt 24 giờ liền.",10
He was only allowed four hours of sleep a day.,Ông chỉ được phép ngủ 4 tiếng đồng hồ mỗi ngày.,10
The room was filled with the smell of burned flesh.,Căn phòng tràn ngập mùi thịt khét.,10
Testifying Against Police and the Procuratorate During the First Hearing,Làm chứng chống lại cảnh sát và viện kiểm sát trong phiên tòa đầu tiên,10
"She became paralyzed, never recuperated and died eight years later.","Mẹ bà đã bị liệt, không thể hồi phục và 8 năm sau thì qua đời.",10
His family and lawyer have been denied visits with him.,Gia đình của ông và luật sư đã bị từ chối không cho thăm thân nhân.,10
The officers had to carry her around for various tests.,Cảnh sát phải bế bà đi khắp các phòng để kiểm tra.,10
Mr. Tang’s wife was out of town at the time.,Khi đó vợ của anh Đường đang ở ngoài thành phố.,10
She rushed back to Hefei upon learning of the news.,Cô ấy đã vội vã trở về Hợp Phì khi nghe tin.,10
"The procedure was very painful, and I was sweating profusely.",Quá trình này rất đau đớn và tôi đổ mồ hôi đầm đìa.,10
My name is Xiaoli and I am 43 years old., Tên tôi là Tiểu Lệ và tôi 43 tuổi.,10
My mother has cultivated Falun Dafa for over 20 years.,Mẹ tôi đã tu luyệnPháp Luân Đại Pháphơn 20 năm.,10
Mr. Sun was taken to the Liuhe County Detention Center.,Ông Tôn bị đưa đến Trại giam huyện Liễu Hà.,10
All of their appeals were turned down on June 25.,Tất cả các kháng cáo của họ đã bị từ chối vào ngày 25 tháng 6.,10
The blood appeared black and contained clots and decomposed tissue.,"Máu có màu đen, chứa các cục máu đông và mô bị phân hủy.",10
"Second Arrest in June 2000, Followed by 3-Year Forced Labor","Vụ bắt giữ lần thứ hai vào tháng 6 năm 2000, sau đó là bản án 3 năm lao động cưỡng bức",10
Other inmates could not stand to look at his injuries.,Những tù nhân khác không dám nhìn vết thương của ông.,10
They also did not allow me to use the toilet.,Họ cũng không cho phép tôi sử dụng nhà vệ sinh.,10
They did not learn she was arrested for several days.,Họ không biết cô đã bị bắt trong vài ngày.,10
Two Shaanxi Residents Indicted for Their Faith in Falun Gong,Hai công dân tỉnh Thiểm Tây bị truy tố vì tin ngưỡng của họ vào Pháp Luân Công,10
Liu and Han arrested Ms. Qi without telling her parents.,Hai kẻ Liễu Thanh và Hàn Khắc Phong đã bắt cóc cô Kỳ mà không báo cho cha mẹ cô biết.,10
Liu also promised to return the cases to the police.,Lưu cũng hứa sẽ trả lại hồ sơ vụ án cho cảnh sát.,10
The guards also instigated criminal inmates to torture Mr. Luo.,Lính canh cũng xúi giục tù nhân hình sự tra tấn ông La.,10
Two Jilin Residents Sentenced to Prison for Practicing Falun Gong,Hai cư dân Cát Lâm bị kết án tù vì tu luyện Pháp Luân Công,10
The full list of sentenced practitioners can be downloaded here(PDF).,Danh sách đầy đủ các học viên bị kết án có thể tải xuống tại đây(PDF)(tiếng Anh và tiếng Trung).,10
Sentenced to Seven Years after Second Hearing at Police Hospital,Bị kết án 7 tù năm sau phiên tòa thứ 2 tại Bệnh viện Công An,10
The arresting officers were from the Jiangtan Road Police Station.,Các viên chức bắt giữ thuộc Đồn Cảnh sát Đường Giang Đàn.,10
"Chongqing Woman, 38, Jailed for Her Faith in Falun Gong",Một phụ nữ 38 tuổi người Trùng Khánh bị bỏ tù vì đức tin vào Pháp Luân Công,10
The police have not returned the confiscated money to her.,Cảnh sát vẫn chưa trả lại cho cô số tiền đã tịch thu đó.,10
Mr. Zhu’s family was not allowed to attend the hearing.,Gia đình anh Chu không được phép tham dự phiên tòa.,10
They grabbed her arms and began to drag her outside.,Họ cầm tay bà để lôi bà ra ngoài.,10
Mr. Zhang Once Held in Detention Center for 16 Days,Ông Trương từng bị giam giữ trongtrại tạm giam16 ngày,10
They threatened to arrest her if she did not cooperate.,Họ đe dọa sẽ bắt giữ bà nếu bà không hợp tác.,10
Several officers pushed Mr. Yue down and held him there.,Một vài cảnh sát đã đẩy ngã ông Nhạc và khống chế ông tại chỗ.,10
The police ordered Xu to report to them every month.,Cảnh sát ra lệnh cho học viên Từ phải báo cáo với họ hàng tháng.,10
It is unclear whether the hearing was held as scheduled.,Không rõ liệu phiên tòa có được tổ chức như dự kiến ​​hay không.,10
"“I used to suffer from rhinitis, intestinal spasms, and hematuria.","“Tôi từng mắc chứng viêm mũi, co thắt ruột và tiểu ra máu.",10
"Then, his son married and his wife recovered her health.","Sau đó, con trai ông Vĩ kết hôn và vợ ông hồi phục sức khỏe.",10
"“I decided to practice Falun Gong on November 5, 2017.",“Tôi quyết định học luyện Pháp Luân Công vào ngày 5 tháng 11 năm 2017.,10
They next took her to the Bijie City Detention Center.,"Tiếp đó, họ đưa cô đến trại tạm giam Thành phố Tất Tiết.",10
A family member suggested I give Falun Gong a try.,Một người thân trong gia đình đề nghị tôi thử tập Pháp Luân Công.,10
"Ms. Gao was arrested at home on September 21, 2022.",Bà Cao bị bắt tại nhà vào ngày 21 tháng 9 năm 2022 bởi người của Đồn Công an Tây Thành.,10
Mr. Yue was tried three days later on February 13.,Ông Nhạc bị xét xử ba ngày sau đó vào ngày 13 tháng 2.,10
She was transferred to a detention center the next day.,Họ chuyển bà đến mộtTrại tạm giamvào ngày hôm sau.,10
She was sentenced either during the June hearing or shortly afterwards.,Bà Tiêu có thể đã bị kết án trong phiên xét xử vào tháng 6 hoặc không lâu sau đó.,11
Ms. Xiao’s case was later assigned to Liuyang City for prosecution.,Vụ việc của bà Tiêu sau đó được giao cho thành phố Lưu Dương để truy tố.,11
Their homes were raided at around 3 p.m. in the afternoon.,Nhà của họ đều bị đột kích vào khoảng 3 giờ chiều cùng ngày.,11
Taking Up Falun Gong After Realizing the Illegality of the Persecution,"Nhận ra sự phi pháp của cuộc bức hại, bắt đầu tu luyện Pháp Luân Công",11
She was unable to give a urine sample or walk normally.,Bà ấy không thể lấy mẫu nước tiểu hay đi lại bình thường.,11
She was taken to the Xi’an City Detention Center that afternoon.,"Chiều hôm đó, cô bị đưa vàoTrại tạm giamThành phố Tây An.",11
“Once a guard ordered a murderer to pinch my neck hard.,"Có lần, một lính canh ra lệnh cho một tù nhân phạm tội giết người bóp thật mạnh vào cổ tôi.",11
"Ms. Bai was seized off the street on August 17, 2023.",Bà Bạch bị bắt ở ngoài phố vào ngày 17 tháng 8 năm 2023.,11
The young man condemned the police for persecuting a law-abiding citizen.,Chàng trai lên án cảnh sát vì đã đàn áp một công dân tuân thủ pháp luật.,11
The four practitioners were held in the Banan District Detention Center.,Bốn học viên bị giam tại trại giam quận Bá Nam.,11
Wife Sentenced to 2.5 Years in Prison Following Arrest in 2019,"Vợ bị kết án 2,5 năm tù sau khi bị bắt vào năm 2019",11
They threatened to get him sentenced to at least three years.,Họ đe dọa sẽ kết án anh ít nhất là 3 năm tù giam.,11
"Ms. Liu Shunzhi was given eight years and fined 10,000 yuan.",Bà Lưu Thuận Chi bị kết án 8 năm tù và bị phạt 10.000 nhân dân tệ.,11
Retired Professor Dies at 82 While Serving Three Years in Prison,Giáo sư về hưu qua đời ở tuổi 82 trong khi đang thụ án 3 năm tù,11
Mr. Tang is currently held at the Changfeng County Detention Center.,Anh Đường hiện đang bị giam giữ tại trại tạm giam Huyện Trường Phong.,11
It is unknown whether Ms. Zhu Meiying was subjected to prosecution.,Không rõ là bà Chu Mỹ Anh có bị truy tố hay không.,11
"Before leaving, the police also changed the lock on his door.","Trước khi ra về, cảnh sát còn thay ổ khóa cửa nhà anh.",11
He even took leaves of absence to watch her at home.,Anh thậm chí còn xin nghỉ phép để ở nhà trông giữ bà.,11
He passed away a few days after my mother was released.,Ông qua đời vài ngày sau khi mẹ tôi được thả.,11
Ms. Shen Yanru was forced to live away from her home.,Bà Thẩm Diễm Như bị buộc phải sống xa nhà.,11
"As a result, he had to relieve himself in his pants.","Bởi vậy, ông phải đi vệ sinh ra quần.",11
"Ms. Ma was sentenced to one-year probation and fined 2,000 yuan.",Cô Mã bị kết án một năm án treo và bị phạt 2.000 nhân dân tệ.,11
Sometimes he was called back even before he reached the restroom.,Đôi khi ông ấy bị gọi quay lại thậm chí trước khi ông ấy kịp đến nhà vệ sinh.,11
It is unclear whether he has been rendered any medical attention.,Không rõ liệu ông có được chăm sóc y tế hay không.,11
Ms. Zhang Yuzhen Paralyzed After Being Tortured for Upholding Her Faith,Bà Trương Dục Trân bị liệt sau khi bị tra tấn vì kiên định đức tin của mình,11
Wang asked if Mr. Zhu intended to keep practicing Falun Gong.,Vương hỏi liệu anh Chu có ý định vẫn tiếp tục tu luyện Pháp Luân Công hay không.,11
The tube was covered in blood when it was pulled out.,Cái ống dính đầy máu khi nó được kéo ra.,11
She was detained for 32 days at the local police station.,Bà bị giam 32 ngày tại đồn công an địa phương,11
"My own experience shows that Falun Gong is good, not evil.”",Những gì tự thân tôi trải nghiệm cho thấy Pháp Luân Công là tốt chứ không phải là xấu như những gì các vị nói”.,11
Mr. Qi is still on house arrest and awaiting a verdict.,Ông Kỳ vẫn đang bị quản thúc tại gia và chờ phán quyết.,11
It was totally different from what I was taught in school.,Nó hoàn toàn khác với những gì tôi được dạy ở trường.,11
The Foping police confiscated Mr. Liu’s Falun Gong books and printer.,Cảnh sát Phật Bình đã tịch thu các sách Pháp Luân Công và máy in của ông Lưu.,11
"Mr. Qi was arrested at his home on June 19, 2023.",Ông Kỳ bị bắt tại nhà vào ngày 19 tháng 6 năm 2023.,11
I kept reciting the auspicious phrases without stopping for a moment.,Tôi liên tục niệm chân ngôn không ngừng nghỉ một giây phút nào.,11
"Every time I menstruated, it would last for over ten days.","Mỗi lần tôi có kinh, nó sẽ kéo dài hơn mười ngày.",11
The Haidian DistrictProcuratoratesummoned Ms. Liu for a deposition in November 2022.,Viện Kiểm sát Quận Hải Điến đã triệu tập bà Lưu để lấy lời khai vào tháng 11 năm 2022.,11
"Weeks later, the communist regime started the persecution of Falun Gong.","Vài tuần sau, chính quyền cộng sản bắt đầu bức hại Pháp Luân Công.",11
Husband Twice Arrested in 2000 and Given Three Years of Forced Labor,Người chồng 2 lần bị bắt vào năm 2000 và bị phạt 3 năm lao động cưỡng bức,12
The prison never allowed his family to visit him during that time.,Nhà tù chưa từng cho phép người nhà ông vào thăm thân trong thời gian ông thụ án.,12
Judge Shan allowed the five practitioners to go home after the hearing.,Thẩm phán Sơn cho phép năm học viên về nhà sau phiên tòa.,12
Reported in July 2023: 74 Falun Gong Practitioners Sentenced for Their Faith,Báo cáo tháng 7 năm 2023: 74 học viên Pháp Luân Công bị kết án vì kiên định đức tin,12
