Appeal!”,Kháng cáo!“,1
Targeted After 4.25 Peaceful Appeal,Bị nhắm đến sau cuộcthỉnh nguyệnôn hòa ngày25 tháng 4,5
I then resolutely headed out.,Sau đó tôi kiên quyết đi ra ngoài.,5
Ms. Miao has been released.,Cô Miêu đã được thả.,5
Her current situation remains unknown.,Hiện không rõ tình hình hiện tại của bà.,5
Deposed and Tried at Home,Hỏi cung và xét xử tại nhà,5
They pulled her hands up.,Họ kéo tay bà lên.,5
His Wife Ms. Wu Limei ,bà Ngô Lệ Mai,5
“Falun Dafa Is Indeed Good!”,“Pháp Luân Đại Pháp thật sự tốt!”,5
Below are two such stories.,Dưới đây là hai câu chuyện như vậy.,5
Thank you so so much!”,Cảm ơn chị thật nhiều nhé!”,5
‌Police’s Violation of Legal Procedures,‌Cảnh sát vi phạm thủ tục pháp lý,5
My brother was finally admitted.,"Cuối cùng, em trai tôi đã được nhập viện.",5
Ms. Wu before the persecution,Bà Ngô trước cuộc bức hại,5
His Wife Ms. Wu Jiying ,bà Ngô Quế Anh,5
My Daughter-In-Law’s Malignant Tumor Disappeared,Khối u ác tính của con dâu biến mất,5
You look healthy and energetic!”,Cụ trông khỏe mạnh và tràn đầy năng lượng!”,5
He recently filed an appeal.,Gần đây ông đã nộp đơn kháng cáo.,5
Her home was also ransacked.,Nhà của bà cũng bị lục soát.,5
Prison Sentencing and Status Update,Cập nhật tình trạng và án tù,5
"Then, a miracle happened again.","Sau đó, một điều kỳ diệu lại xảy ra.",5
Her persistent efforts paid off.,Những nỗ lực kiên trì của bà đã thu được kết quả tích cực.,5
Ms. Liao filed an appeal.,Bà Liêu đã kháng cáo bản án.,5
My eldest brother is 76.,Anh cả của tôi năm nay 76 tuổi.,5
My father was an atheist.,Cha tôi là một người vô thần.,5
Mr. Wu Shuming’s Prison Sentence,Án tù của ông Ngô Thụ Minh,5
The whole family felt helpless.,Cả gia đình tôi đều cảm thấy bất lực.,5
Her family members stopped them.,Các thành viên trong gia đình bà đã ngăn cản họ.,5
Mr. Ma’s First Prison Sentence,Án tù thứ nhất của ông Mã,5
More Details of the Arrests,Những chi tiết khác về vụ bắt giữ,5
"I responded, “Yes, I do!",Tôi đáp: “Có chứ!,5
Wrongful Conviction Violates Chinese Constitution,Bản án oan sai vi phạm Hiến pháp Trung Quốc,5
Elderly Woman’s Headache Was Gone,Cơn nhức đầu của bà lão đã khỏi,5
Finding Joy in Life Again,Một lần nữa tìm thấy niềm vui trong cuộc sống,5
Her current situation is unknown.,"Hiện tại, tung tích của cô Kim cũng không rõ.",5
Torture illustration: handcuffed and shackled,Minh họa tra tấn: còng tay và cùm chân vào với nhau,5
Ms. Cai Sentenced to Prison,Bà Tháibị kết án tù,5
My Daughter-In-Law’s Malignant Tumor Disappeared,Khối u ác tính của con dâu tôi đã biến mất,5
“Falun Dafa extended my life!”,“Pháp Luân Đại Pháp kéo dài tuổi thọ của tôi!”,5
Ms. Xu has been released.,Bà Từ đã được trả tự do.,5
Protected by Three Village Officials,Sự lựa chọn đúng đắn của ba vị quan chức thôn,5
She was eventually taken home.,Cuối cùng bà được đưa về nhà.,5
The Change in My Nephew,Sự thay đổi của cháu trai tôi,5
Falun Dafa can save people.,"Tôi sẽ niệm ‘Pháp Luân Đại Pháp hảo, Chân Thiện Nhẫn hảo’.",5
This was his third arrest.,Đây là lần thứ 3 ông bị bắt giữ.,5
His home was also ransacked.,Nhà ông cũng bị lục soát.,5
People Thank Dafa and Master,Những người minh bạch chân tướng cảm ơn Đại Pháp và Sư phụ,5
Sentencing of Daughter and Son-in-Law,Án tù của con gái và con rể,5
No family visits were allowed.,Gia đình không được phép vào thăm ông.,5
“Take a look at them!,“Hãy nhìn xem!,5
The “Zero-out” Campaign in 2020,Chiến dịch “Xóa sổ” năm 2020,5
“I believe my little sister.,Tôi tin em gái tôi.,5
Screening the Documentary “Human Harvest”,Chiếu phim tài liệu “Thu hoạch nhân thể”,5
I didn’t break any law!”,Tôi không hề vi phạm pháp luật!”,5
She has been repeatedly harassed.,Bà bị sách nhiễu nhiều lần.,5
"Five Arrested, Current Situations Unknown","Năm người bị bắt, chưa rõ tình hình hiện tại",5
The lawyer dropped the case.,"Vì vậy, luật sư đã từ bỏ việc bào chữa cho bà.",5
They demanded Mr. Lin’s acquittal.,Họ yêu cầu ông Lâm được trắng án.,5
Her mother has been released.,Mẹ bà đã được thả.,5
Only the lawyers were notified.,Tòa án chỉ thông báo cho các luật sư về phiên xét xử.,5
Prosecutors’ Violation of Legal Procedures,Công tố viên vi phạm thủ tục pháp lý,5
Ms. Xia’s whereabouts are unknown.,Hiện chưa rõ tung tích của bà Hạ.,5
Pigs Safe from African Swine Fever,Đàn lợn an toàn trước dịch tả lợn Châu Phi,6
Daughter and Her Late Husband Persecuted,Con gái và con rể quá cố của bà bị bức hại,6
She could die at any time!”,Mẹ tôi có thể chết bất cứ lúc nào!”,6
She quickly snatched up the leaflet.,Mẹ tôi nhanh chóng giật lấy tập chân tướng và nói: “Đây là báu vật.,6
He grew angry and divorced her.,Ông trở nên tức giận và đã ly dị bà Trương.,6
Torture re-enactment: Sitting on small stools,Tái hiện cảnh tra tấn: Ngồi trên ghế đẩu nhỏ,6
She no longer needed the medications.,Bà không còn cần dùng thuốc nữa.,6
She refused to let them in.,Bà từ chối để họ vào nhà.,6
His current situation is being investigated.,Tình hình hiện tại của ông vẫn đang được điều tra.,6
Rui and another officer turned up.,R và một sĩ quan khác xuất hiện.,6
She felt better day by day.,Sức khỏe của cháu ngày càng tốt hơn.,6
"By Wang Ying, a Minghui correspondent","Bài viết của Vương Anh, phóng viên Minh Huệ",6
"I remarked, “Wow, you are blessed.","Tôi nhận xét: “Chà, cụ thật may mắn.",6
He has remained healthy ever since.,"Kể từ đó, anh ấy vẫn luôn khỏe mạnh.",6
Her family were under tremendous pressure.,Gia đình bà phải chịu áp lực rất lớn.,6
But his younger brother was different.,Nhưng đứa em trai của cháu thì khác.,6
Both of their homes were ransacked.,Nhà của cả hai đều bị lục soát.,6
He was rebellious in high school.,"Ở trường trung học, cháu là người nổi loạn.",6
Viewers Shocked at the CCP’s Atrocities,Người xem bị sốc trước sự tàn bạo của ĐCSTQ,6
His computer and printer were confiscated.,Máy vi tính và máy in của ông đều bị tịch thu.,6
They were later released on bail.,"Sau đó, ba học viên này đã được tại ngoại.",6
Falun Gong is not a cult!,Pháp Luân Công không phải là tà giáo!,6
Three Sentenced and Transferred to Prisons,Ba người bị kết án và chuyển đến nhà tù,6
My brother's kindness has been rewarded.,Sự thiện lương của anh trai tôi được đền đáp xứng đáng.,6
7-year Prior Incarceration and Family Broken,7 năm bị giam giữ và gia đình tan vỡ,6
